1551669515.839, 2.94 1.81 -0.12 0.31 0.13 0.00 0.00 -0.99
1551669515.914, 2.31 2.19 -0.12 0.54 0.28 0.00 0.00 -0.97
1551669515.988, 2.31 2.00 -0.44 0.68 0.41 0.00 0.00 -0.96
1551669516.062, 2.38 1.75 -0.12 0.82 0.52 0.00 0.00 -0.98
1551669516.136, 2.94 2.12 -0.25 1.09 0.65 0.00 0.00 -0.98
1551669516.210, 2.38 2.06 -0.38 1.08 0.68 0.00 0.00 -0.97
1551669516.283, 3.38 1.81 0.12 1.25 0.66 0.00 0.00 -0.97
1551669516.357, 3.00 2.31 -0.56 1.27 0.70 0.00 0.00 -0.96
1551669516.431, 2.44 1.94 -0.44 1.27 0.69 0.00 0.00 -0.98
1551669516.505, 2.12 1.69 -0.31 1.27 0.67 0.00 0.00 -0.97
1551669516.579, 2.75 1.25 -0.25 1.30 0.57 0.00 0.00 -0.98
1551669516.653, 3.00 2.00 -0.25 1.38 0.67 0.00 0.00 -0.97
1551669516.726, 2.44 2.06 0.00 1.32 0.64 0.00 0.00 -0.98
1551669516.800, 2.81 2.00 -0.12 1.34 0.68 0.00 0.00 -0.97
1551669516.874, 2.69 1.88 -0.31 1.32 0.71 0.00 0.00 -0.97
1551669516.947, 2.31 1.56 0.12 1.28 0.70 0.00 0.00 -0.97
1551669517.021, 3.38 2.50 -0.31 1.55 0.83 0.00 0.00 -0.99
1551669517.095, 2.62 2.25 -0.19 1.45 0.87 0.00 0.00 -0.98
1551669517.169, 2.31 2.00 -0.31 1.39 0.78 0.00 0.00 -0.98
1551669517.242, 2.94 2.00 0.00 1.31 0.74 0.00 0.00 -0.97
1551669517.316, 2.25 1.88 -0.50 1.26 0.83 0.00 0.00 -0.98
1551669517.390, 2.56 2.19 -0.06 1.25 0.84 0.00 0.00 -0.98
1551669517.464, 2.56 1.88 -0.50 1.23 0.80 0.00 0.00 -0.98
1551669517.539, 2.50 2.75 12.88 2.51 0.72 0.00 -0.07 -0.89
1551669517.615, 2.62 3.88 16.69 -0.54 2.18 -0.04 0.17 -1.11
1551669517.691, 0.88 17.25 12.25 2.89 6.54 0.04 -0.08 -0.45
1551669517.768, -13.19 20.12 0.12 -1.52 5.88 0.18 0.09 -0.93
1551669517.843, 2.06 1.88 -0.19 -1.35 3.87 0.10 0.03 -0.98
1551669517.918, 2.44 2.00 -0.31 -0.92 2.50 0.07 0.00 -0.97
1551669517.993, 2.25 2.00 -0.25 -0.78 1.54 0.05 0.00 -0.97
1551669518.070, 3.75 2.62 -38.25 -4.90 2.88 -0.04 0.29 -1.00
1551669518.147, 7.19 -2.19 -27.19 0.08 0.54 0.08 -0.15 -1.02
1551669518.222, 0.81 4.69 14.00 2.05 1.97 0.00 -0.11 -0.97
1551669518.301, 18.69 -22.94 5.06 6.07 -0.74 -0.08 -0.12 -1.03
1551669518.381, 10.44 -44.88 10.44 7.28 -5.98 -0.15 -0.11 -1.01
1551669518.463, -19.31 -11.00 52.75 4.45 -5.69 -0.10 -0.17 -1.37
1551669518.544, -39.75 125.88 16.81 0.10 14.04 0.22 -0.15 -1.02
1551669518.621, -8.06 60.19 1.38 1.40 15.84 0.41 -0.13 -0.93
1551669518.699, 16.50 32.44 -49.75 4.00 11.41 0.41 0.00 -0.86
1551669518.777, 35.81 -28.94 -46.69 7.34 0.71 0.18 0.00 -0.89
1551669518.856, 10.94 -15.88 -19.44 6.15 -3.37 0.00 0.00 -0.87
1551669518.935, -40.06 51.38 -6.06 -4.63 -0.05 0.24 0.16 -0.82
1551669519.014, 2.56 -43.56 -4.44 -5.64 -9.63 0.00 0.16 -0.88
1551669519.096, 25.75 -71.38 -15.75 -3.02 -18.28 -0.22 0.17 -0.98
1551669519.177, -1.81 -25.88 9.81 -3.17 -16.63 -0.27 0.06 -1.01
1551669519.256, -3.31 -7.19 0.69 -4.38 -12.63 -0.22 0.12 -1.01
1551669519.334, -8.62 2.19 23.50 -5.54 -7.98 -0.17 0.09 -1.00
1551669519.415, 35.81 -26.69 -17.62 2.79 -5.97 -0.26 -0.08 -0.81
1551669519.497, 38.38 -25.94 -48.50 7.83 -5.95 -0.21 -0.04 -1.01
1551669519.575, -3.06 41.62 22.94 5.69 2.58 0.00 -0.03 -1.01
1551669519.653, -21.12 64.31 39.12 0.74 10.28 0.21 0.00 -0.98
1551669519.729, -8.44 0.25 7.00 -0.05 5.40 0.19 -0.03 -0.91
1551669519.805, -4.94 -5.56 5.62 -0.59 2.70 0.06 0.00 -0.97
1551669519.882, -7.44 -4.75 22.06 -1.64 1.02 0.00 0.00 -0.95
1551669519.962, 3.50 -33.06 18.75 -0.09 -4.61 -0.04 -0.03 -1.01
1551669520.043, 24.00 -22.06 -15.62 3.89 -5.44 -0.14 -0.04 -0.97
1551669520.123, 8.38 -15.12 -6.50 4.55 -4.49 -0.16 -0.05 -1.03
1551669520.201, -28.25 42.38 -0.62 -0.39 3.37 0.00 0.00 -0.90
1551669520.279, -7.25 -3.62 -4.38 -0.55 2.66 0.00 -0.04 -0.88
1551669520.359, -21.50 -11.25 -8.38 -5.26 -3.97 0.22 0.13 -1.13
1551669520.437, -1.94 39.44 19.06 -4.11 5.02 -0.04 0.00 -0.96
1551669520.514, 5.12 12.00 -3.88 -1.60 5.44 0.08 -0.03 -0.93
1551669520.592, 12.50 13.19 -13.44 -0.25 4.97 0.12 0.05 -0.96
1551669520.666, 7.38 8.56 -1.50 0.17 4.19 0.10 0.04 -0.97
1551669520.740, 10.31 0.50 3.00 1.32 2.61 0.07 0.00 -0.96
1551669520.815, -2.00 22.19 4.88 0.44 4.80 0.09 0.00 -0.98
1551669520.889, 0.38 7.56 -4.38 0.35 3.62 0.11 0.00 -0.96
1551669520.966, 5.88 -13.25 -9.50 -0.28 0.55 0.00 0.08 -1.01
1551669521.044, -8.19 11.94 -19.12 -8.27 1.62 0.06 0.45 -1.06
1551669521.123, -1.06 -3.25 12.31 -17.66 -0.82 0.10 0.84 -1.03
1551669521.204, -34.00 0.19 127.31 -16.30 3.11 -0.19 -0.07 -1.13
1551669521.284, -13.00 -1.31 96.50 0.88 5.80 -0.23 -1.08 -1.01
1551669521.365, 60.94 -16.75 -27.88 13.46 -1.47 0.15 -0.23 -0.89
1551669521.444, 30.75 20.12 7.25 24.23 3.25 -0.04 -0.61 -0.91
1551669521.523, 13.12 2.19 -127.38 19.72 3.89 0.00 -0.03 -1.03
1551669521.599, 6.00 7.06 -70.62 10.16 3.42 0.08 0.28 -1.01
1551669521.678, -16.06 10.38 -49.88 -1.04 2.26 0.13 0.34 -0.96
1551669521.755, 5.19 -6.94 -8.19 -2.04 -0.49 0.05 0.12 -0.98
1551669521.831, -8.25 5.50 -3.62 -3.90 0.42 0.00 0.07 -0.94
1551669521.911, -1.69 -68.31 3.88 -15.33 -10.94 0.00 1.09 -1.19
1551669521.994, -29.94 42.69 143.75 -22.37 -0.02 -0.07 0.31 -0.67
1551669522.076, 33.69 -61.62 142.12 3.67 -4.31 -0.42 -1.00 -0.87
1551669522.158, 15.38 10.38 -11.75 12.41 -1.09 -0.05 -0.48 -0.98
1551669522.239, -5.19 21.62 -40.81 14.59 3.91 -0.04 -0.39 -0.99
1551669522.317, -15.88 33.31 -71.75 7.42 6.47 0.16 0.05 -0.95
1551669522.393, 3.06 -5.94 -55.88 1.36 2.77 0.10 0.24 -0.94
1551669522.472, -12.94 18.31 -24.94 -6.03 0.75 0.23 0.29 -0.93
1551669522.550, -1.50 -6.06 -3.50 -7.68 -3.41 0.12 0.19 -0.96
1551669522.627, -3.50 4.75 2.69 -14.08 -3.37 0.04 0.47 -0.88
1551669522.705, 5.44 -9.62 55.25 -19.70 -4.74 0.00 0.73 -0.98
1551669522.784, -3.38 24.62 78.31 -9.65 -1.48 0.09 -0.31 -1.16
1551669522.864, -2.12 -21.06 69.62 3.56 -1.81 -0.19 -0.75 -1.05
1551669522.941, -6.56 22.62 7.06 10.42 1.69 0.04 -0.54 -0.96
1551669523.020, -5.50 17.00 -45.12 15.72 3.11 0.08 -0.50 -0.87
1551669523.098, 0.56 5.25 -96.50 13.93 3.02 0.04 -0.15 -0.98
1551669523.179, 31.62 -39.88 -76.31 10.90 -2.11 -0.15 0.26 -1.38
1551669523.259, -21.44 29.06 -39.12 -1.77 1.02 0.11 0.38 -0.98
1551669523.338, 7.62 -16.81 -19.94 -3.49 -3.18 0.03 0.19 -0.96
1551669523.417, 4.38 -7.81 -11.75 -7.01 -3.22 -0.06 0.31 -0.98
1551669523.499, 23.88 -73.56 27.38 -13.55 -12.85 -0.19 0.99 -1.12
1551669523.582, -17.44 28.06 152.81 -7.77 -1.82 -0.25 -0.27 -1.13
1551669523.660, 9.25 -7.69 53.94 6.70 0.43 -0.19 -0.71 -0.97
1551669523.738, 21.06 -2.00 -6.31 14.80 0.40 0.00 -0.42 -0.96
1551669523.817, -3.94 16.81 -49.00 16.51 4.02 0.00 -0.36 -0.92
1551669523.895, 1.31 10.06 -71.31 14.11 5.40 0.00 -0.11 -0.96
1551669523.971, 9.00 -7.31 -72.12 8.41 3.47 0.00 0.17 -0.99
1551669524.047, -6.25 1.25 -52.38 0.38 3.17 0.00 0.27 -0.99
1551669524.125, -1.62 -7.94 -32.75 -4.30 0.87 0.00 0.26 -0.99
1551669524.201, 2.94 -0.56 -2.56 -6.12 1.38 0.00 0.21 -1.00
1551669524.283, 10.56 -26.50 -10.81 -14.62 -2.15 -0.09 0.92 -1.11
1551669524.365, -55.81 82.62 82.69 -19.13 25.79 0.21 -0.13 -0.15
1551669524.445, 27.31 -51.19 58.81 0.55 10.04 0.23 -0.57 -0.86
1551669524.522, 7.12 16.38 51.62 8.25 9.12 0.17 -0.40 -1.01
1551669524.601, 18.31 -0.81 -11.75 14.54 6.60 0.09 -0.32 -0.92
1551669524.678, 2.81 0.00 -42.44 13.78 4.07 0.10 -0.17 -0.98
1551669524.755, 6.31 6.38 -49.12 12.01 4.01 0.05 -0.06 -0.90
1551669524.831, 16.50 3.25 -14.62 9.86 4.47 0.00 0.07 -1.05
1551669524.907, 9.88 -6.62 -19.44 4.95 3.20 0.00 0.21 -1.02
1551669524.987, -20.81 -1.75 -30.56 -3.81 3.80 -0.05 0.28 -1.09
1551669525.068, -6.38 -21.56 -16.50 -13.90 -0.29 0.00 0.77 -1.12
1551669525.149, -46.19 37.69 37.25 -15.80 7.75 0.00 -0.05 -0.74
1551669525.229, 39.44 -47.12 88.69 -2.35 -1.22 0.00 -0.18 -0.97
1551669525.306, 7.00 19.44 82.06 6.37 3.69 -0.06 -0.47 -1.10
1551669525.384, 23.56 14.44 13.69 15.66 6.24 0.00 -0.44 -0.94
1551669525.463, -0.62 16.88 -37.00 17.16 7.49 0.08 -0.31 -0.90
1551669525.542, -8.31 15.00 -43.12 15.50 8.49 0.08 -0.22 -0.93
1551669525.617, 9.19 7.75 -84.38 11.86 7.29 0.11 0.04 -0.97
1551669525.696, 12.06 -12.81 -50.50 6.26 3.19 0.06 0.23 -1.03
1551669525.774, -13.56 3.19 -25.38 -2.33 4.12 0.00 0.28 -1.00
1551669525.854, -10.62 -3.19 -34.94 -12.76 2.07 0.06 0.62 -1.00
1551669525.935, 11.25 -35.25 26.75 -18.14 -2.62 -0.11 0.83 -1.12
1551669526.017, -57.06 70.00 117.75 -20.69 9.68 0.00 -0.06 -1.42
1551669526.097, 20.62 -22.81 62.00 -2.45 5.05 0.00 -0.60 -1.01
1551669526.174, 22.94 -0.25 15.50 8.61 4.22 0.00 -0.41 -0.96
1551669526.251, 8.81 1.25 -32.38 11.91 3.18 0.05 -0.25 -0.94
1551669526.328, 9.94 5.44 -54.00 11.44 3.37 0.04 -0.09 -1.00
1551669526.404, 12.25 5.62 -57.38 9.48 4.53 0.00 0.00 -0.99
1551669526.479, 17.94 0.25 -44.06 7.11 3.91 0.00 0.12 -0.93
1551669526.554, 0.38 0.50 -24.69 2.41 3.76 0.00 0.14 -0.92
1551669526.633, -1.06 -2.19 -10.00 -1.70 2.69 0.00 0.17 -0.90
1551669526.715, -10.81 -21.31 -4.12 -12.82 -0.59 -0.05 0.72 -1.08
1551669526.796, -62.50 47.38 119.62 -22.56 9.48 0.00 0.15 -0.72
1551669526.875, 1.12 -0.19 56.94 -10.90 8.72 0.00 -0.30 -0.98
1551669526.952, 3.62 15.00 60.25 -0.95 8.94 0.11 -0.38 -1.01
1551669527.029, 20.19 24.88 14.56 8.57 8.97 0.20 -0.35 -0.95
1551669527.107, 19.38 6.00 -23.38 12.81 5.88 0.17 -0.20 -0.94
1551669527.185, 11.12 2.12 -57.69 14.90 5.46 0.03 -0.21 -0.90
1551669527.264, 15.12 -17.75 -85.69 12.21 1.93 0.00 0.00 -0.96
1551669527.342, 3.94 -20.25 -64.81 5.60 -1.43 0.00 0.19 -0.95
1551669527.423, -1.75 -16.00 -21.38 -0.19 -2.39 -0.09 0.22 -0.96
1551669527.505, 19.00 -28.12 -17.81 -4.02 -4.28 -0.15 0.38 -0.94
1551669527.587, -12.50 -6.62 25.00 -15.05 -2.21 -0.16 0.73 -1.03
1551669527.669, -24.06 34.56 106.38 -13.58 4.59 0.00 -0.04 -1.24
1551669527.750, 18.56 -52.19 86.50 2.22 -1.42 -0.21 -0.59 -1.00
1551669527.828, 13.00 7.00 28.88 9.93 1.14 -0.06 -0.43 -1.08
1551669527.907, 19.38 17.00 -23.56 15.09 3.57 0.04 -0.30 -0.96
1551669527.985, 9.94 28.38 -28.56 16.78 7.20 0.08 -0.23 -0.94
1551669528.064, 40.94 -3.75 -64.06 18.91 5.57 0.03 -0.05 -0.97
1551669528.140, 9.06 -2.06 -73.88 11.98 4.62 0.00 0.15 -0.89
1551669528.220, -9.06 -11.44 -71.06 2.89 3.21 -0.04 0.24 -0.97
1551669528.300, -17.00 -2.38 -29.56 -5.82 2.30 0.00 0.31 -0.96
1551669528.382, -3.62 -13.00 -11.81 -13.99 0.56 -0.04 0.55 -0.91
1551669528.463, -21.75 -3.62 77.44 -23.91 2.66 -0.13 0.62 -0.85
1551669528.546, -24.44 19.38 125.06 -16.91 7.86 -0.10 -0.27 -1.18
1551669528.627, 22.62 -25.44 74.81 -0.37 4.10 -0.09 -0.59 -1.12
1551669528.702, 11.75 31.38 2.50 7.84 8.46 0.07 -0.37 -0.98
1551669528.781, 10.00 8.75 -34.31 11.12 8.00 0.09 -0.21 -0.93
1551669528.859, 18.19 5.31 -51.25 12.66 6.94 0.08 -0.10 -0.95
1551669528.935, 28.44 6.12 -50.00 13.68 7.07 0.04 0.00 -0.99
1551669529.010, 3.06 5.81 -70.19 7.96 6.22 0.08 0.13 -1.00
1551669529.089, 12.44 -10.62 -47.25 2.12 3.56 0.00 0.34 -1.07
1551669529.166, -13.12 14.38 -1.75 -5.63 5.86 0.00 0.33 -1.06
1551669529.244, 2.00 -18.62 17.44 -14.13 2.21 0.00 0.58 -0.85
