1551046561.443, 2.88 2.31 -0.38 -0.14 0.09 0.00
1551046561.509, 2.62 2.25 -0.50 -0.19 0.13 0.00
1551046561.574, 2.19 2.25 -0.38 -0.32 0.14 0.00
1551046561.639, 2.94 2.25 -0.56 -0.36 0.10 0.01
1551046561.704, 2.62 2.31 -0.50 -0.44 0.01 0.01
1551046561.769, 2.81 2.00 -0.19 -0.44 0.02 0.01
1551046561.834, 1.88 2.00 -0.31 -0.54 0.09 0.00
1551046561.899, 3.44 2.12 -0.44 -0.57 0.09 0.01
1551046561.964, 2.06 2.00 -0.19 -0.59 0.07 0.01
1551046562.029, 2.50 2.44 -0.19 -0.59 0.15 0.00
1551046562.094, 2.12 2.12 -0.31 -0.64 0.14 0.01
1551046562.159, 2.94 2.38 -0.56 -0.65 0.12 0.01
1551046562.224, 2.44 2.12 -0.12 -0.69 0.11 0.01
1551046562.289, 2.31 2.44 -0.50 -0.76 0.15 0.00
1551046562.354, 2.44 2.19 -0.56 -0.75 0.13 0.01
1551046562.419, 2.94 2.50 -0.25 -0.72 0.17 0.00
1551046562.483, 2.50 2.56 -0.25 -0.66 0.16 0.01
1551046562.549, 2.31 1.94 -0.31 -0.59 0.18 0.00
1551046562.614, 2.44 2.19 -0.12 -0.68 0.16 0.01
1551046562.679, 2.19 2.31 -0.69 -0.69 0.18 0.00
1551046562.743, 1.50 2.50 0.06 -0.70 0.13 0.01
1551046562.807, 2.31 1.81 0.00 -0.67 0.12 0.00
1551046562.872, 2.38 2.12 -0.50 -0.76 0.10 0.01
1551046562.937, 3.00 2.44 -0.19 -0.75 0.13 0.00
1551046563.002, 3.19 2.19 -0.31 -0.70 0.13 0.01
1551046563.067, 2.44 2.56 -0.38 -0.69 0.09 0.01
1551046563.132, 1.75 2.31 -0.25 -0.71 0.09 0.01
1551046563.197, 2.06 2.06 -0.56 -0.80 0.08 0.01
1551046563.262, 2.62 2.00 -0.19 -0.75 0.12 0.00
1551046563.326, 2.50 2.00 0.12 -0.66 0.12 0.00
1551046563.391, 2.50 2.38 -0.31 -0.62 0.17 0.00
1551046563.456, 2.31 2.62 -0.56 -0.61 0.21 0.00
1551046563.521, 2.69 2.25 -0.38 -0.60 0.19 0.01
1551046563.585, 2.75 2.19 0.00 -0.58 0.11 0.01
1551046563.649, 2.19 2.44 0.00 -0.70 0.06 0.01
