1551047064.535, 1.94 2.19 -0.44 -0.12 0.05 0.00
1551047064.601, 2.50 2.38 -0.38 -0.23 0.06 0.01
1551047064.666, 2.38 2.25 -0.69 -0.36 0.04 0.01
1551047064.730, 2.19 2.19 0.00 -0.43 -0.06 0.02
1551047064.797, 2.62 2.19 -0.38 -0.44 -0.11 0.01
1551047064.863, 2.25 1.94 -0.31 -0.51 -0.09 0.01
1551047064.928, 2.12 2.69 -0.50 -0.53 -0.07 0.01
1551047064.995, 2.81 2.12 -0.12 -0.51 -0.05 0.01
1551047065.061, 3.44 2.25 -0.25 -0.46 -0.01 0.01
1551047065.127, 3.00 2.25 -0.31 -0.44 -0.09 0.01
1551047065.193, 2.69 2.38 -0.19 -0.46 -0.10 0.01
1551047065.259, 2.06 2.31 -0.31 -0.58 -0.06 0.01
1551047065.323, 3.19 2.31 -0.12 -0.55 0.03 0.00
1551047065.390, 2.50 2.06 -0.62 -0.53 -0.01 0.01
1551047065.456, 2.31 2.19 -0.50 -0.54 -0.02 0.01
1551047065.522, 2.69 2.12 -0.31 -0.54 -0.04 0.01
1551047065.588, 3.12 2.25 -0.31 -0.55 -0.01 0.01
1551047065.653, 2.19 2.31 -0.31 -0.55 -0.08 0.01
1551047065.718, 2.62 2.06 0.06 -0.51 0.01 0.00
1551047065.782, 1.75 2.12 -0.38 -0.63 0.04 0.00
1551047065.847, 2.75 2.19 0.00 -0.69 0.08 0.00
1551047065.912, 2.25 1.81 -0.25 -0.78 0.02 0.01
1551047065.976, 2.44 2.12 0.00 -0.73 0.00 0.01
1551047066.042, 2.00 2.44 -0.38 -0.70 -0.04 0.01
1551047066.108, 2.25 2.38 -0.38 -0.75 -0.00 0.01
1551047066.174, 3.19 2.25 -0.38 -0.71 -0.03 0.01
1551047066.239, 2.62 2.12 -0.50 -0.74 0.03 0.00
1551047066.304, 1.88 2.12 -0.25 -0.76 0.02 0.01
1551047066.368, 2.88 2.06 0.06 -0.65 0.03 0.01
1551047066.434, 3.19 2.31 -0.56 -0.57 -0.03 0.01
1551047066.500, 2.12 2.38 -0.31 -0.53 -0.01 0.01
1551047066.565, 2.75 2.38 -0.31 -0.53 0.03 0.00
1551047066.630, 2.69 2.56 -0.56 -0.54 0.09 0.00
1551047066.695, 2.06 2.25 -0.50 -0.50 0.14 0.00
1551047066.760, 1.94 1.94 -0.12 -0.52 0.13 0.01
1551047066.825, 3.00 2.81 -0.12 -0.56 0.10 0.01
1551047066.890, 2.44 2.25 -0.25 -0.60 0.10 0.01
1551047066.955, 2.50 2.06 -0.50 -0.58 0.13 0.00
1551047067.020, 2.69 2.12 -0.19 -0.56 0.12 0.01
1551047067.085, 2.94 2.69 -0.50 -0.53 0.12 0.01
1551047067.150, 2.31 2.50 -0.56 -0.55 0.16 0.00
1551047067.215, 2.56 2.44 -0.31 -0.55 0.11 0.01
1551047067.280, 2.62 2.19 -0.25 -0.55 0.02 0.01
1551047067.345, 2.44 2.31 -0.50 -0.57 0.04 0.01
1551047067.410, 2.31 2.00 -0.56 -0.59 0.02 0.01
1551047067.475, 2.25 2.31 -0.69 -0.56 -0.00 0.01
1551047067.541, 2.69 2.19 -0.19 -0.57 0.07 0.00
1551047067.606, 2.19 2.06 -0.31 -0.56 0.03 0.01
1551047067.671, 2.56 2.25 -0.06 -0.60 0.03 0.01
1551047067.736, 2.44 2.31 -0.06 -0.59 0.03 0.01
1551047067.802, 2.00 2.19 -0.31 -0.62 -0.01 0.01
1551047067.868, 2.75 2.06 -0.56 -0.59 -0.02 0.01
1551047067.934, 1.94 2.25 -0.25 -0.65 -0.02 0.01
1551047067.999, 2.56 2.44 -0.81 -0.62 0.05 0.00
1551047068.064, 2.75 2.62 -0.75 -0.65 0.07 0.01
1551047068.129, 2.12 2.12 -0.50 -0.72 0.01 0.01
1551047068.195, 2.94 2.25 -0.25 -0.63 -0.06 0.01
1551047068.260, 2.44 2.38 -0.50 -0.61 0.04 0.00
1551047068.325, 2.12 2.19 -0.25 -0.67 0.07 0.00
1551047068.391, 2.31 2.00 -0.19 -0.97 -0.23 0.03
1551047068.456, 2.38 2.00 2.31 -0.78 -0.21 0.01
1551047068.523, 2.00 1.81 0.44 -0.51 -0.09 -0.00
1551047068.589, 2.06 2.06 -0.75 -0.55 -0.06 0.01
1551047068.654, 2.19 1.88 1.31 -0.59 -0.15 0.01
1551047068.719, 2.50 2.31 1.00 -0.64 -0.11 0.01
