1551133447.634, 2.50 1.62 -0.62 0.12 -0.87 0.08
1551133447.699, 4.06 0.81 -1.06 0.25 -1.74 0.09
1551133447.764, 1.75 1.75 0.19 0.28 -2.21 0.08
1551133447.829, 1.94 1.69 -0.75 0.22 -2.62 0.08
1551133447.894, 2.88 1.69 -0.69 0.25 -2.98 0.08
1551133447.959, 2.06 2.00 -0.25 0.23 -3.29 0.08
1551133448.025, 1.88 2.81 -0.94 0.30 -3.53 0.08
1551133448.091, 1.62 2.38 -0.31 0.14 -3.71 0.08
1551133448.155, 0.06 2.88 0.00 -0.01 -3.74 0.08
1551133448.223, -0.12 1.12 -1.62 -0.23 -3.76 0.07
1551133448.289, -3.19 0.94 -1.31 -0.73 -4.04 0.09
1551133448.356, -0.94 1.94 -0.56 -0.76 -4.18 0.09
1551133448.422, 0.12 1.62 -1.56 -0.74 -4.22 0.08
1551133448.488, 0.31 2.75 -1.00 -0.96 -4.19 0.08
1551133448.554, 1.44 1.25 -1.44 -0.87 -4.27 0.08
1551133448.621, -0.88 2.56 -1.88 -1.70 -3.90 0.05
1551133448.687, 1.81 0.38 -0.94 -1.91 -4.02 0.08
1551133448.753, 2.50 1.06 -0.94 -1.87 -4.17 0.08
1551133448.819, 2.19 0.31 -0.81 -1.95 -4.18 0.07
1551133448.884, 2.06 2.56 0.56 -1.96 -4.14 0.08
1551133448.950, 2.94 1.88 -0.38 -1.83 -4.06 0.07
1551133449.017, 3.12 -0.25 -4.56 -1.87 -4.13 0.07
1551133449.082, 1.81 1.44 0.56 -1.89 -4.08 0.07
1551133449.147, 1.88 0.88 1.50 -1.93 -3.96 0.06
1551133449.213, 2.06 0.56 -2.12 -2.02 -4.00 0.07
1551133449.278, 1.19 3.06 1.88 -2.19 -3.84 0.07
1551133449.343, 1.62 1.38 1.62 -2.24 -3.86 0.07
1551133449.408, 1.50 1.81 2.44 -2.09 -3.83 0.07
1551133449.473, 2.81 2.06 0.50 -2.08 -3.92 0.08
1551133449.538, 2.50 2.75 0.94 -2.05 -3.78 0.06
1551133449.603, 1.19 0.56 1.62 -2.23 -3.74 0.06
1551133449.668, 2.25 1.38 0.25 -2.21 -3.66 0.06
1551133449.733, 2.88 1.81 2.06 -2.15 -3.67 0.07
1551133449.798, 2.38 1.94 0.94 -2.10 -3.65 0.07
1551133449.863, 2.88 2.00 1.75 -2.03 -3.60 0.06
1551133449.928, 3.56 2.50 2.31 -2.00 -3.55 0.07
1551133449.993, 3.81 2.25 1.62 -2.01 -3.53 0.07
